:START_ID(GridCell),:END_ID(GridCell),distance_m:float
ghsl_5929_cell_00073,ghsl_5929_cell_00077,1414.2
ghsl_5929_cell_00073,ghsl_5929_cell_00078,1000.0
ghsl_5929_cell_00073,ghsl_5929_cell_00079,1414.2
ghsl_5929_cell_00074,ghsl_5929_cell_00068,1414.2
ghsl_5929_cell_00074,ghsl_5929_cell_00069,1000.0
ghsl_5929_cell_00074,ghsl_5929_cell_00070,1414.2
ghsl_5929_cell_00074,ghsl_5929_cell_00075,1000.0
ghsl_5929_cell_00074,ghsl_5929_cell_00080,1414.2
ghsl_5929_cell_00075,ghsl_5929_cell_00069,1414.2
ghsl_5929_cell_00075,ghsl_5929_cell_00070,1000.0
ghsl_5929_cell_00075,ghsl_5929_cell_00074,1000.0
ghsl_5929_cell_00075,ghsl_5929_cell_00076,1000.0
ghsl_5929_cell_00075,ghsl_5929_cell_00080,1000.0
ghsl_5929_cell_00075,ghsl_5929_cell_00081,1414.2
ghsl_5929_cell_00076,ghsl_5929_cell_00070,1414.2
ghsl_5929_cell_00076,ghsl_5929_cell_00075,1000.0
ghsl_5929_cell_00076,ghsl_5929_cell_00080,1414.2
ghsl_5929_cell_00076,ghsl_5929_cell_00081,1000.0
ghsl_5929_cell_00076,ghsl_5929_cell_00082,1414.2
ghsl_5929_cell_00077,ghsl_5929_cell_00071,1414.2
ghsl_5929_cell_00077,ghsl_5929_cell_00072,1000.0
ghsl_5929_cell_00077,ghsl_5929_cell_00073,1414.2
ghsl_5929_cell_00077,ghsl_5929_cell_00078,1000.0
ghsl_5929_cell_00077,ghsl_5929_cell_00085,1000.0
ghsl_5929_cell_00077,ghsl_5929_cell_00086,1414.2
ghsl_5929_cell_00078,ghsl_5929_cell_00072,1414.2
ghsl_5929_cell_00078,ghsl_5929_cell_00073,1000.0
ghsl_5929_cell_00078,ghsl_5929_cell_00077,1000.0
ghsl_5929_cell_00078,ghsl_5929_cell_00079,1000.0
ghsl_5929_cell_00078,ghsl_5929_cell_00085,1414.2
ghsl_5929_cell_00078,ghsl_5929_cell_00086,1000.0
ghsl_5929_cell_00078,ghsl_5929_cell_00087,1414.2
ghsl_5929_cell_00079,ghsl_5929_cell_00073,1414.2
ghsl_5929_cell_00079,ghsl_5929_cell_00078,1000.0
ghsl_5929_cell_00079,ghsl_5929_cell_00086,1414.2
ghsl_5929_cell_00079,ghsl_5929_cell_00087,1000.0
ghsl_5929_cell_00079,ghsl_5929_cell_00088,1414.2
ghsl_5929_cell_00080,ghsl_5929_cell_00074,1414.2
ghsl_5929_cell_00080,ghsl_5929_cell_00075,1000.0
ghsl_5929_cell_00080,ghsl_5929_cell_00076,1414.2
ghsl_5929_cell_00080,ghsl_5929_cell_00081,1000.0
ghsl_5929_cell_00081,ghsl_5929_cell_00075,1414.2
ghsl_5929_cell_00081,ghsl_5929_cell_00076,1000.0
ghsl_5929_cell_00081,ghsl_5929_cell_00080,1000.0
ghsl_5929_cell_00081,ghsl_5929_cell_00082,1000.0
ghsl_5929_cell_00082,ghsl_5929_cell_00076,1414.2
ghsl_5929_cell_00082,ghsl_5929_cell_00081,1000.0
ghsl_5929_cell_00082,ghsl_5929_cell_00083,1000.0
ghsl_5929_cell_00082,ghsl_5929_cell_00090,1414.2
ghsl_5929_cell_00083,ghsl_5929_cell_00082,1000.0
ghsl_5929_cell_00083,ghsl_5929_cell_00084,1000.0
ghsl_5929_cell_00083,ghsl_5929_cell_00090,1000.0
ghsl_5929_cell_00083,ghsl_5929_cell_00091,1414.2
ghsl_5929_cell_00084,ghsl_5929_cell_00083,1000.0
ghsl_5929_cell_00084,ghsl_5929_cell_00090,1414.2
ghsl_5929_cell_00084,ghsl_5929_cell_00091,1000.0
ghsl_5929_cell_00084,ghsl_5929_cell_00092,1414.2
ghsl_5929_cell_00085,ghsl_5929_cell_00077,1000.0
ghsl_5929_cell_00085,ghsl_5929_cell_00078,1414.2
ghsl_5929_cell_00085,ghsl_5929_cell_00086,1000.0
ghsl_5929_cell_00085,ghsl_5929_cell_00093,1000.0
ghsl_5929_cell_00085,ghsl_5929_cell_00094,1414.2
ghsl_5929_cell_00086,ghsl_5929_cell_00077,1414.2
ghsl_5929_cell_00086,ghsl_5929_cell_00078,1000.0
ghsl_5929_cell_00086,ghsl_5929_cell_00079,1414.2
ghsl_5929_cell_00086,ghsl_5929_cell_00085,1000.0
ghsl_5929_cell_00086,ghsl_5929_cell_00087,1000.0
ghsl_5929_cell_00086,ghsl_5929_cell_00093,1414.2
ghsl_5929_cell_00086,ghsl_5929_cell_00094,1000.0
ghsl_5929_cell_00086,ghsl_5929_cell_00095,1414.2
ghsl_5929_cell_00087,ghsl_5929_cell_00078,1414.2
ghsl_5929_cell_00087,ghsl_5929_cell_00079,1000.0
ghsl_5929_cell_00087,ghsl_5929_cell_00086,1000.0
ghsl_5929_cell_00087,ghsl_5929_cell_00088,1000.0
ghsl_5929_cell_00087,ghsl_5929_cell_00094,1414.2
ghsl_5929_cell_00087,ghsl_5929_cell_00095,1000.0
ghsl_5929_cell_00087,ghsl_5929_cell_00096,1414.2
ghsl_5929_cell_00088,ghsl_5929_cell_00079,1414.2
ghsl_5929_cell_00088,ghsl_5929_cell_00087,1000.0
ghsl_5929_cell_00088,ghsl_5929_cell_00095,1414.2
ghsl_5929_cell_00088,ghsl_5929_cell_00096,1000.0
ghsl_5929_cell_00088,ghsl_5929_cell_00097,1414.2
ghsl_5929_cell_00089,ghsl_5929_cell_00099,1414.2
ghsl_5929_cell_00089,ghsl_5929_cell_00100,1000.0
ghsl_5929_cell_00089,ghsl_5929_cell_00101,1414.2
ghsl_5929_cell_00090,ghsl_5929_cell_00082,1414.2
ghsl_5929_cell_00090,ghsl_5929_cell_00083,1000.0
ghsl_5929_cell_00090,ghsl_5929_cell_00084,1414.2
ghsl_5929_cell_00090,ghsl_5929_cell_00091,1000.0
ghsl_5929_cell_00090,ghsl_5929_cell_00102,1414.2
ghsl_5929_cell_00091,ghsl_5929_cell_00083,1414.2
ghsl_5929_cell_00091,ghsl_5929_cell_00084,1000.0
ghsl_5929_cell_00091,ghsl_5929_cell_00090,1000.0
ghsl_5929_cell_00091,ghsl_5929_cell_00092,1000.0
ghsl_5929_cell_00091,ghsl_5929_cell_00102,1000.0
ghsl_5929_cell_00091,ghsl_5929_cell_00103,1414.2
ghsl_5929_cell_00092,ghsl_5929_cell_00084,1414.2
ghsl_5929_cell_00092,ghsl_5929_cell_00091,1000.0
ghsl_5929_cell_00092,ghsl_5929_cell_00102,1414.2
ghsl_5929_cell_00092,ghsl_5929_cell_00103,1000.0
ghsl_5929_cell_00092,ghsl_5929_cell_00104,1414.2
ghsl_5929_cell_00093,ghsl_5929_cell_00085,1000.0
ghsl_5929_cell_00093,ghsl_5929_cell_00086,1414.2
ghsl_5929_cell_00093,ghsl_5929_cell_00094,1000.0
ghsl_5929_cell_00093,ghsl_5929_cell_00105,1414.2
ghsl_5929_cell_00093,ghsl_5929_cell_00106,1000.0
ghsl_5929_cell_00093,ghsl_5929_cell_00107,1414.2
ghsl_5929_cell_00094,ghsl_5929_cell_00085,1414.2
ghsl_5929_cell_00094,ghsl_5929_cell_00086,1000.0
ghsl_5929_cell_00094,ghsl_5929_cell_00087,1414.2
ghsl_5929_cell_00094,ghsl_5929_cell_00093,1000.0
ghsl_5929_cell_00094,ghsl_5929_cell_00095,1000.0
ghsl_5929_cell_00094,ghsl_5929_cell_00106,1414.2
ghsl_5929_cell_00094,ghsl_5929_cell_00107,1000.0
ghsl_5929_cell_00094,ghsl_5929_cell_00108,1414.2
ghsl_5929_cell_00095,ghsl_5929_cell_00086,1414.2
ghsl_5929_cell_00095,ghsl_5929_cell_00087,1000.0
ghsl_5929_cell_00095,ghsl_5929_cell_00088,1414.2
ghsl_5929_cell_00095,ghsl_5929_cell_00094,1000.0
ghsl_5929_cell_00095,ghsl_5929_cell_00096,1000.0
ghsl_5929_cell_00095,ghsl_5929_cell_00107,1414.2
ghsl_5929_cell_00095,ghsl_5929_cell_00108,1000.0
ghsl_5929_cell_00095,ghsl_5929_cell_00109,1414.2
ghsl_5929_cell_00096,ghsl_5929_cell_00087,1414.2
ghsl_5929_cell_00096,ghsl_5929_cell_00088,1000.0
ghsl_5929_cell_00096,ghsl_5929_cell_00095,1000.0
ghsl_5929_cell_00096,ghsl_5929_cell_00097,1000.0
ghsl_5929_cell_00096,ghsl_5929_cell_00108,1414.2
ghsl_5929_cell_00096,ghsl_5929_cell_00109,1000.0
ghsl_5929_cell_00096,ghsl_5929_cell_00110,1414.2
ghsl_5929_cell_00097,ghsl_5929_cell_00088,1414.2
ghsl_5929_cell_00097,ghsl_5929_cell_00096,1000.0
ghsl_5929_cell_00097,ghsl_5929_cell_00098,1000.0
ghsl_5929_cell_00097,ghsl_5929_cell_00109,1414.2
ghsl_5929_cell_00097,ghsl_5929_cell_00110,1000.0
ghsl_5929_cell_00097,ghsl_5929_cell_00111,1414.2
ghsl_5929_cell_00098,ghsl_5929_cell_00097,1000.0
ghsl_5929_cell_00098,ghsl_5929_cell_00099,1000.0
ghsl_5929_cell_00098,ghsl_5929_cell_00110,1414.2
ghsl_5929_cell_00098,ghsl_5929_cell_00111,1000.0
ghsl_5929_cell_00098,ghsl_5929_cell_00112,1414.2
ghsl_5929_cell_00099,ghsl_5929_cell_00089,1414.2
ghsl_5929_cell_00099,ghsl_5929_cell_00098,1000.0
ghsl_5929_cell_00099,ghsl_5929_cell_00100,1000.0
ghsl_5929_cell_00099,ghsl_5929_cell_00111,1414.2
ghsl_5929_cell_00099,ghsl_5929_cell_00112,1000.0
ghsl_5929_cell_00099,ghsl_5929_cell_00113,1414.2
ghsl_5929_cell_00100,ghsl_5929_cell_00089,1000.0
ghsl_5929_cell_00100,ghsl_5929_cell_00099,1000.0
ghsl_5929_cell_00100,ghsl_5929_cell_00101,1000.0
ghsl_5929_cell_00100,ghsl_5929_cell_00112,1414.2
ghsl_5929_cell_00100,ghsl_5929_cell_00113,1000.0
ghsl_5929_cell_00100,ghsl_5929_cell_00114,1414.2
ghsl_5929_cell_00101,ghsl_5929_cell_00089,1414.2
ghsl_5929_cell_00101,ghsl_5929_cell_00100,1000.0
ghsl_5929_cell_00101,ghsl_5929_cell_00113,1414.2
ghsl_5929_cell_00101,ghsl_5929_cell_00114,1000.0
ghsl_5929_cell_00101,ghsl_5929_cell_00115,1414.2
ghsl_5929_cell_00102,ghsl_5929_cell_00090,1414.2
ghsl_5929_cell_00102,ghsl_5929_cell_00091,1000.0
ghsl_5929_cell_00102,ghsl_5929_cell_00092,1414.2
ghsl_5929_cell_00102,ghsl_5929_cell_00103,1000.0
ghsl_5929_cell_00103,ghsl_5929_cell_00091,1414.2
ghsl_5929_cell_00103,ghsl_5929_cell_00092,1000.0
ghsl_5929_cell_00103,ghsl_5929_cell_00102,1000.0
ghsl_5929_cell_00103,ghsl_5929_cell_00104,1000.0
ghsl_5929_cell_00103,ghsl_5929_cell_00116,1414.2
ghsl_5929_cell_00104,ghsl_5929_cell_00092,1414.2
ghsl_5929_cell_00104,ghsl_5929_cell_00103,1000.0
ghsl_5929_cell_00104,ghsl_5929_cell_00116,1000.0
ghsl_5929_cell_00104,ghsl_5929_cell_00117,1414.2
ghsl_5929_cell_00105,ghsl_5929_cell_00093,1414.2
ghsl_5929_cell_00105,ghsl_5929_cell_00106,1000.0
ghsl_5929_cell_00105,ghsl_5929_cell_00121,1414.2
ghsl_5929_cell_00105,ghsl_5929_cell_00122,1000.0
ghsl_5929_cell_00105,ghsl_5929_cell_00123,1414.2
ghsl_5929_cell_00106,ghsl_5929_cell_00093,1000.0
ghsl_5929_cell_00106,ghsl_5929_cell_00094,1414.2
ghsl_5929_cell_00106,ghsl_5929_cell_00105,1000.0
ghsl_5929_cell_00106,ghsl_5929_cell_00107,1000.0
ghsl_5929_cell_00106,ghsl_5929_cell_00122,1414.2
ghsl_5929_cell_00106,ghsl_5929_cell_00123,1000.0
ghsl_5929_cell_00106,ghsl_5929_cell_00124,1414.2
ghsl_5929_cell_00107,ghsl_5929_cell_00093,1414.2
ghsl_5929_cell_00107,ghsl_5929_cell_00094,1000.0
ghsl_5929_cell_00107,ghsl_5929_cell_00095,1414.2
ghsl_5929_cell_00107,ghsl_5929_cell_00106,1000.0
ghsl_5929_cell_00107,ghsl_5929_cell_00108,1000.0
ghsl_5929_cell_00107,ghsl_5929_cell_00123,1414.2
ghsl_5929_cell_00107,ghsl_5929_cell_00124,1000.0
ghsl_5929_cell_00107,ghsl_5929_cell_00125,1414.2
ghsl_5929_cell_00108,ghsl_5929_cell_00094,1414.2
ghsl_5929_cell_00108,ghsl_5929_cell_00095,1000.0
ghsl_5929_cell_00108,ghsl_5929_cell_00096,1414.2
ghsl_5929_cell_00108,ghsl_5929_cell_00107,1000.0
ghsl_5929_cell_00108,ghsl_5929_cell_00109,1000.0
ghsl_5929_cell_00108,ghsl_5929_cell_00124,1414.2
ghsl_5929_cell_00108,ghsl_5929_cell_00125,1000.0
ghsl_5929_cell_00108,ghsl_5929_cell_00126,1414.2
ghsl_5929_cell_00109,ghsl_5929_cell_00095,1414.2
ghsl_5929_cell_00109,ghsl_5929_cell_00096,1000.0
ghsl_5929_cell_00109,ghsl_5929_cell_00097,1414.2
ghsl_5929_cell_00109,ghsl_5929_cell_00108,1000.0
ghsl_5929_cell_00109,ghsl_5929_cell_00110,1000.0
ghsl_5929_cell_00109,ghsl_5929_cell_00125,1414.2
ghsl_5929_cell_00109,ghsl_5929_cell_00126,1000.0
ghsl_5929_cell_00109,ghsl_5929_cell_00127,1414.2
ghsl_5929_cell_00110,ghsl_5929_cell_00096,1414.2
ghsl_5929_cell_00110,ghsl_5929_cell_00097,1000.0
ghsl_5929_cell_00110,ghsl_5929_cell_00098,1414.2
ghsl_5929_cell_00110,ghsl_5929_cell_00109,1000.0
ghsl_5929_cell_00110,ghsl_5929_cell_00111,1000.0
ghsl_5929_cell_00110,ghsl_5929_cell_00126,1414.2
ghsl_5929_cell_00110,ghsl_5929_cell_00127,1000.0
ghsl_5929_cell_00110,ghsl_5929_cell_00128,1414.2
ghsl_5929_cell_00111,ghsl_5929_cell_00097,1414.2
ghsl_5929_cell_00111,ghsl_5929_cell_00098,1000.0
ghsl_5929_cell_00111,ghsl_5929_cell_00099,1414.2
ghsl_5929_cell_00111,ghsl_5929_cell_00110,1000.0
ghsl_5929_cell_00111,ghsl_5929_cell_00112,1000.0
ghsl_5929_cell_00111,ghsl_5929_cell_00127,1414.2
ghsl_5929_cell_00111,ghsl_5929_cell_00128,1000.0
ghsl_5929_cell_00111,ghsl_5929_cell_00129,1414.2
ghsl_5929_cell_00112,ghsl_5929_cell_00098,1414.2
ghsl_5929_cell_00112,ghsl_5929_cell_00099,1000.0
ghsl_5929_cell_00112,ghsl_5929_cell_00100,1414.2
ghsl_5929_cell_00112,ghsl_5929_cell_00111,1000.0
ghsl_5929_cell_00112,ghsl_5929_cell_00113,1000.0
ghsl_5929_cell_00112,ghsl_5929_cell_00128,1414.2
ghsl_5929_cell_00112,ghsl_5929_cell_00129,1000.0
ghsl_5929_cell_00112,ghsl_5929_cell_00130,1414.2
ghsl_5929_cell_00113,ghsl_5929_cell_00099,1414.2
ghsl_5929_cell_00113,ghsl_5929_cell_00100,1000.0
ghsl_5929_cell_00113,ghsl_5929_cell_00101,1414.2
ghsl_5929_cell_00113,ghsl_5929_cell_00112,1000.0
ghsl_5929_cell_00113,ghsl_5929_cell_00114,1000.0
ghsl_5929_cell_00113,ghsl_5929_cell_00129,1414.2
ghsl_5929_cell_00113,ghsl_5929_cell_00130,1000.0
ghsl_5929_cell_00113,ghsl_5929_cell_00131,1414.2
ghsl_5929_cell_00114,ghsl_5929_cell_00100,1414.2
ghsl_5929_cell_00114,ghsl_5929_cell_00101,1000.0
ghsl_5929_cell_00114,ghsl_5929_cell_00113,1000.0
ghsl_5929_cell_00114,ghsl_5929_cell_00115,1000.0
ghsl_5929_cell_00114,ghsl_5929_cell_00130,1414.2
ghsl_5929_cell_00114,ghsl_5929_cell_00131,1000.0
ghsl_5929_cell_00114,ghsl_5929_cell_00132,1414.2
ghsl_5929_cell_00115,ghsl_5929_cell_00101,1414.2
ghsl_5929_cell_00115,ghsl_5929_cell_00114,1000.0
ghsl_5929_cell_00115,ghsl_5929_cell_00131,1414.2
ghsl_5929_cell_00115,ghsl_5929_cell_00132,1000.0
ghsl_5929_cell_00116,ghsl_5929_cell_00103,1414.2
ghsl_5929_cell_00116,ghsl_5929_cell_00104,1000.0
ghsl_5929_cell_00116,ghsl_5929_cell_00117,1000.0
ghsl_5929_cell_00117,ghsl_5929_cell_00104,1414.2
ghsl_5929_cell_00117,ghsl_5929_cell_00116,1000.0
ghsl_5929_cell_00117,ghsl_5929_cell_00118,1000.0
ghsl_5929_cell_00117,ghsl_5929_cell_00133,1414.2
ghsl_5929_cell_00118,ghsl_5929_cell_00117,1000.0
ghsl_5929_cell_00118,ghsl_5929_cell_00119,1000.0
ghsl_5929_cell_00118,ghsl_5929_cell_00133,1000.0
ghsl_5929_cell_00118,ghsl_5929_cell_00134,1414.2
ghsl_5929_cell_00119,ghsl_5929_cell_00118,1000.0
ghsl_5929_cell_00119,ghsl_5929_cell_00120,1000.0
ghsl_5929_cell_00119,ghsl_5929_cell_00133,1414.2
ghsl_5929_cell_00119,ghsl_5929_cell_00134,1000.0
ghsl_5929_cell_00119,ghsl_5929_cell_00135,1414.2
ghsl_5929_cell_00120,ghsl_5929_cell_00119,1000.0
ghsl_5929_cell_00120,ghsl_5929_cell_00134,1414.2
ghsl_5929_cell_00120,ghsl_5929_cell_00135,1000.0
ghsl_5929_cell_00120,ghsl_5929_cell_00136,1414.2
ghsl_5929_cell_00121,ghsl_5929_cell_00105,1414.2
ghsl_5929_cell_00121,ghsl_5929_cell_00122,1000.0
ghsl_5929_cell_00121,ghsl_5929_cell_00137,1000.0
ghsl_5929_cell_00121,ghsl_5929_cell_00138,1414.2
ghsl_5929_cell_00122,ghsl_5929_cell_00105,1000.0
ghsl_5929_cell_00122,ghsl_5929_cell_00106,1414.2
ghsl_5929_cell_00122,ghsl_5929_cell_00121,1000.0
ghsl_5929_cell_00122,ghsl_5929_cell_00123,1000.0
ghsl_5929_cell_00122,ghsl_5929_cell_00137,1414.2
ghsl_5929_cell_00122,ghsl_5929_cell_00138,1000.0
ghsl_5929_cell_00122,ghsl_5929_cell_00139,1414.2
ghsl_5929_cell_00123,ghsl_5929_cell_00105,1414.2
ghsl_5929_cell_00123,ghsl_5929_cell_00106,1000.0
ghsl_5929_cell_00123,ghsl_5929_cell_00107,1414.2
ghsl_5929_cell_00123,ghsl_5929_cell_00122,1000.0
ghsl_5929_cell_00123,ghsl_5929_cell_00124,1000.0
ghsl_5929_cell_00123,ghsl_5929_cell_00138,1414.2
ghsl_5929_cell_00123,ghsl_5929_cell_00139,1000.0
ghsl_5929_cell_00123,ghsl_5929_cell_00140,1414.2
ghsl_5929_cell_00124,ghsl_5929_cell_00106,1414.2
ghsl_5929_cell_00124,ghsl_5929_cell_00107,1000.0
ghsl_5929_cell_00124,ghsl_5929_cell_00108,1414.2
ghsl_5929_cell_00124,ghsl_5929_cell_00123,1000.0
ghsl_5929_cell_00124,ghsl_5929_cell_00125,1000.0
ghsl_5929_cell_00124,ghsl_5929_cell_00139,1414.2
ghsl_5929_cell_00124,ghsl_5929_cell_00140,1000.0
ghsl_5929_cell_00124,ghsl_5929_cell_00141,1414.2
ghsl_5929_cell_00125,ghsl_5929_cell_00107,1414.2
ghsl_5929_cell_00125,ghsl_5929_cell_00108,1000.0
ghsl_5929_cell_00125,ghsl_5929_cell_00109,1414.2
ghsl_5929_cell_00125,ghsl_5929_cell_00124,1000.0
ghsl_5929_cell_00125,ghsl_5929_cell_00126,1000.0
ghsl_5929_cell_00125,ghsl_5929_cell_00140,1414.2
ghsl_5929_cell_00125,ghsl_5929_cell_00141,1000.0
ghsl_5929_cell_00125,ghsl_5929_cell_00142,1414.2
ghsl_5929_cell_00126,ghsl_5929_cell_00108,1414.2
ghsl_5929_cell_00126,ghsl_5929_cell_00109,1000.0
ghsl_5929_cell_00126,ghsl_5929_cell_00110,1414.2
ghsl_5929_cell_00126,ghsl_5929_cell_00125,1000.0
ghsl_5929_cell_00126,ghsl_5929_cell_00127,1000.0
ghsl_5929_cell_00126,ghsl_5929_cell_00141,1414.2
ghsl_5929_cell_00126,ghsl_5929_cell_00142,1000.0
ghsl_5929_cell_00126,ghsl_5929_cell_00143,1414.2
ghsl_5929_cell_00127,ghsl_5929_cell_00109,1414.2
ghsl_5929_cell_00127,ghsl_5929_cell_00110,1000.0
ghsl_5929_cell_00127,ghsl_5929_cell_00111,1414.2
ghsl_5929_cell_00127,ghsl_5929_cell_00126,1000.0
ghsl_5929_cell_00127,ghsl_5929_cell_00128,1000.0
ghsl_5929_cell_00127,ghsl_5929_cell_00142,1414.2
ghsl_5929_cell_00127,ghsl_5929_cell_00143,1000.0
ghsl_5929_cell_00127,ghsl_5929_cell_00144,1414.2
ghsl_5929_cell_00128,ghsl_5929_cell_00110,1414.2
ghsl_5929_cell_00128,ghsl_5929_cell_00111,1000.0
ghsl_5929_cell_00128,ghsl_5929_cell_00112,1414.2
ghsl_5929_cell_00128,ghsl_5929_cell_00127,1000.0
ghsl_5929_cell_00128,ghsl_5929_cell_00129,1000.0
ghsl_5929_cell_00128,ghsl_5929_cell_00143,1414.2
ghsl_5929_cell_00128,ghsl_5929_cell_00144,1000.0
ghsl_5929_cell_00128,ghsl_5929_cell_00145,1414.2
ghsl_5929_cell_00129,ghsl_5929_cell_00111,1414.2
ghsl_5929_cell_00129,ghsl_5929_cell_00112,1000.0
ghsl_5929_cell_00129,ghsl_5929_cell_00113,1414.2
ghsl_5929_cell_00129,ghsl_5929_cell_00128,1000.0
ghsl_5929_cell_00129,ghsl_5929_cell_00130,1000.0
ghsl_5929_cell_00129,ghsl_5929_cell_00144,1414.2
ghsl_5929_cell_00129,ghsl_5929_cell_00145,1000.0
ghsl_5929_cell_00129,ghsl_5929_cell_00146,1414.2
ghsl_5929_cell_00130,ghsl_5929_cell_00112,1414.2
ghsl_5929_cell_00130,ghsl_5929_cell_00113,1000.0
ghsl_5929_cell_00130,ghsl_5929_cell_00114,1414.2
ghsl_5929_cell_00130,ghsl_5929_cell_00129,1000.0
ghsl_5929_cell_00130,ghsl_5929_cell_00131,1000.0
ghsl_5929_cell_00130,ghsl_5929_cell_00145,1414.2
ghsl_5929_cell_00130,ghsl_5929_cell_00146,1000.0
ghsl_5929_cell_00130,ghsl_5929_cell_00147,1414.2
ghsl_5929_cell_00131,ghsl_5929_cell_00113,1414.2
ghsl_5929_cell_00131,ghsl_5929_cell_00114,1000.0
ghsl_5929_cell_00131,ghsl_5929_cell_00115,1414.2
ghsl_5929_cell_00131,ghsl_5929_cell_00130,1000.0
ghsl_5929_cell_00131,ghsl_5929_cell_00132,1000.0
ghsl_5929_cell_00131,ghsl_5929_cell_00146,1414.2
ghsl_5929_cell_00131,ghsl_5929_cell_00147,1000.0
ghsl_5929_cell_00131,ghsl_5929_cell_00148,1414.2
ghsl_5929_cell_00132,ghsl_5929_cell_00114,1414.2
ghsl_5929_cell_00132,ghsl_5929_cell_00115,1000.0
ghsl_5929_cell_00132,ghsl_5929_cell_00131,1000.0
ghsl_5929_cell_00132,ghsl_5929_cell_00147,1414.2
ghsl_5929_cell_00132,ghsl_5929_cell_00148,1000.0
ghsl_5929_cell_00133,ghsl_5929_cell_00117,1414.2
ghsl_5929_cell_00133,ghsl_5929_cell_00118,1000.0
ghsl_5929_cell_00133,ghsl_5929_cell_00119,1414.2
ghsl_5929_cell_00133,ghsl_5929_cell_00134,1000.0
ghsl_5929_cell_00133,ghsl_5929_cell_00149,1414.2
ghsl_5929_cell_00134,ghsl_5929_cell_00118,1414.2
ghsl_5929_cell_00134,ghsl_5929_cell_00119,1000.0
ghsl_5929_cell_00134,ghsl_5929_cell_00120,1414.2
ghsl_5929_cell_00134,ghsl_5929_cell_00133,1000.0
ghsl_5929_cell_00134,ghsl_5929_cell_00135,1000.0
ghsl_5929_cell_00134,ghsl_5929_cell_00149,1000.0
ghsl_5929_cell_00134,ghsl_5929_cell_00150,1414.2
ghsl_5929_cell_00135,ghsl_5929_cell_00119,1414.2
ghsl_5929_cell_00135,ghsl_5929_cell_00120,1000.0
ghsl_5929_cell_00135,ghsl_5929_cell_00134,1000.0
ghsl_5929_cell_00135,ghsl_5929_cell_00136,1000.0
ghsl_5929_cell_00135,ghsl_5929_cell_00149,1414.2
ghsl_5929_cell_00135,ghsl_5929_cell_00150,1000.0
ghsl_5929_cell_00135,ghsl_5929_cell_00151,1414.2
ghsl_5929_cell_00136,ghsl_5929_cell_00120,1414.2
ghsl_5929_cell_00136,ghsl_5929_cell_00135,1000.0
ghsl_5929_cell_00136,ghsl_5929_cell_00150,1414.2
ghsl_5929_cell_00136,ghsl_5929_cell_00151,1000.0
ghsl_5929_cell_00136,ghsl_5929_cell_00152,1414.2
ghsl_5929_cell_00137,ghsl_5929_cell_00121,1000.0
ghsl_5929_cell_00137,ghsl_5929_cell_00122,1414.2
ghsl_5929_cell_00137,ghsl_5929_cell_00138,1000.0
ghsl_5929_cell_00137,ghsl_5929_cell_00153,1414.2
ghsl_5929_cell_00137,ghsl_5929_cell_00154,1000.0
ghsl_5929_cell_00137,ghsl_5929_cell_00155,1414.2
ghsl_5929_cell_00138,ghsl_5929_cell_00121,1414.2
ghsl_5929_cell_00138,ghsl_5929_cell_00122,1000.0
ghsl_5929_cell_00138,ghsl_5929_cell_00123,1414.2
ghsl_5929_cell_00138,ghsl_5929_cell_00137,1000.0
ghsl_5929_cell_00138,ghsl_5929_cell_00139,1000.0
ghsl_5929_cell_00138,ghsl_5929_cell_00154,1414.2
ghsl_5929_cell_00138,ghsl_5929_cell_00155,1000.0
ghsl_5929_cell_00138,ghsl_5929_cell_00156,1414.2
ghsl_5929_cell_00139,ghsl_5929_cell_00122,1414.2
ghsl_5929_cell_00139,ghsl_5929_cell_00123,1000.0
ghsl_5929_cell_00139,ghsl_5929_cell_00124,1414.2
ghsl_5929_cell_00139,ghsl_5929_cell_00138,1000.0
ghsl_5929_cell_00139,ghsl_5929_cell_00140,1000.0
ghsl_5929_cell_00139,ghsl_5929_cell_00155,1414.2
ghsl_5929_cell_00139,ghsl_5929_cell_00156,1000.0
ghsl_5929_cell_00139,ghsl_5929_cell_00157,1414.2
ghsl_5929_cell_00140,ghsl_5929_cell_00123,1414.2
ghsl_5929_cell_00140,ghsl_5929_cell_00124,1000.0
ghsl_5929_cell_00140,ghsl_5929_cell_00125,1414.2
ghsl_5929_cell_00140,ghsl_5929_cell_00139,1000.0
ghsl_5929_cell_00140,ghsl_5929_cell_00141,1000.0
ghsl_5929_cell_00140,ghsl_5929_cell_00156,1414.2
ghsl_5929_cell_00140,ghsl_5929_cell_00157,1000.0
ghsl_5929_cell_00140,ghsl_5929_cell_00158,1414.2
ghsl_5929_cell_00141,ghsl_5929_cell_00124,1414.2
ghsl_5929_cell_00141,ghsl_5929_cell_00125,1000.0
ghsl_5929_cell_00141,ghsl_5929_cell_00126,1414.2
ghsl_5929_cell_00141,ghsl_5929_cell_00140,1000.0
ghsl_5929_cell_00141,ghsl_5929_cell_00142,1000.0
ghsl_5929_cell_00141,ghsl_5929_cell_00157,1414.2
ghsl_5929_cell_00141,ghsl_5929_cell_00158,1000.0
ghsl_5929_cell_00141,ghsl_5929_cell_00159,1414.2
ghsl_5929_cell_00142,ghsl_5929_cell_00125,1414.2
ghsl_5929_cell_00142,ghsl_5929_cell_00126,1000.0
ghsl_5929_cell_00142,ghsl_5929_cell_00127,1414.2
